top_left_LDR,top_right_LDR,bottom_left_LDR,bottom_right_LDR,hour,voltage,current,optimal_horizontal_angle,optimal_vertical_angle
449,468,429,391,14,3.82,0.56,90,92
459,402,442,457,15,3.87,0.46,91,89
362,386,383,428,10,3.43,0.53,88,88
454,508,511,459,12,4.25,0.62,89,89
848,836,832,846,6,7.39,1.06,89,90
727,671,667,685,8,6.05,0.71,90,91
611,542,582,592,9,5.12,0.67,91,89
557,477,514,545,7,4.6,0.55,91,89
362,354,358,416,15,3.28,0.51,88,88
360,405,427,330,12,3.35,0.5,91,90
378,365,332,348,13,3.13,0.42,89,91
369,393,391,402,16,3.42,0.6,89,89
452,452,383,389,13,3.69,0.55,89,93
672,749,737,690,17,6.26,0.84,89,89
522,502,462,497,17,4.36,0.51,89,91
314,310,389,388,7,3.08,0.36,90,86
764,784,761,776,12,6.79,1.04,89,90
620,534,578,623,6,5.18,0.91,91,88
682,707,672,652,6,5.97,0.64,89,91
554,547,528,518,18,4.72,0.69,90,91
406,449,432,395,12,3.7,0.39,89,90
780,786,730,727,15,6.65,0.79,89,92
562,563,638,584,13,5.16,0.73,91,87
444,461,463,517,15,4.15,0.54,88,88
335,396,405,360,10,3.29,0.35,89,89
430,486,419,417,8,3.85,0.67,88,92
551,557,537,503,9,4.72,0.7,90,91
481,482,487,507,6,4.3,0.5,89,89
516,570,537,549,18,4.78,0.69,88,90
569,554,540,543,11,4.85,0.52,90,91
402,381,373,348,12,3.31,0.35,91,91
591,596,647,561,9,5.27,0.66,92,89
359,432,431,434,15,3.64,0.61,88,88
837,803,747,752,13,6.9,0.87,90,93
378,400,362,368,18,3.32,0.45,89,91
683,701,772,724,13,6.33,0.82,90,87
444,438,458,445,13,3.93,0.46,90,89
448,475,475,496,14,4.17,0.42,88,88
274,301,328,309,9,2.67,0.48,89,88
737,711,721,745,15,6.41,1.07,90,89
484,395,445,403,15,3.8,0.65,93,90
462,497,451,493,7,4.19,0.45,88,90
577,545,556,555,16,4.91,0.55,90,90
594,619,572,577,11,5.2,0.92,89,91
577,599,532,533,6,4.93,0.71,89,92
309,312,277,345,13,2.73,0.38,88,89
726,742,767,716,16,6.49,1.03,90,89
293,318,381,357,13,2.97,0.52,89,86
658,630,582,652,11,5.55,0.87,88,91
673,695,674,724,13,6.08,0.78,88,89
654,580,676,644,15,5.62,0.94,92,87
905,929,908,854,8,7.91,1.27,90,91
644,606,603,605,10,5.41,0.8,90,91
929,862,845,929,8,7.84,1.14,89,90
448,375,422,441,13,3.71,0.47,91,89
309,320,307,378,17,2.89,0.43,87,88
843,804,831,852,7,7.32,1.12,90,89
618,625,560,559,10,5.2,0.63,89,93
485,434,429,437,13,3.93,0.71,91,91
682,696,698,767,17,6.25,0.74,87,87
770,725,788,723,8,6.61,0.91,92,89
512,462,426,441,12,4.05,0.42,90,92
728,766,762,790,9,6.7,1.09,88,88
827,888,852,917,13,7.66,0.9,86,88
749,817,779,744,7,6.79,0.87,89,91
596,516,534,540,17,4.81,0.84,91,90
427,402,339,384,6,3.41,0.48,89,92
900,845,855,910,14,7.72,1.33,90,89
579,590,571,543,11,5.02,0.52,90,91
556,574,585,636,18,5.17,0.86,88,87
437,439,428,473,9,3.91,0.54,88,89
583,617,567,646,7,5.31,0.9,87,89
364,408,354,399,7,3.35,0.37,87,90
544,529,606,605,9,5.02,0.62,90,86
854,847,911,921,12,7.77,1.16,89,86
391,420,379,436,6,3.58,0.55,87,89
544,541,514,552,11,4.73,0.74,89,90
318,377,399,342,17,3.16,0.32,89,88
330,413,351,354,11,3.18,0.35,87,90
889,885,886,864,18,7.75,1.17,90,90
746,757,766,774,7,6.69,1.06,89,89
484,495,529,481,8,4.37,0.57,90,89
906,891,873,907,14,7.87,0.82,89,90
872,844,852,885,12,7.59,1.13,89,89
549,532,527,554,17,4.76,0.62,89,90
889,904,906,898,8,7.91,0.93,89,89
549,623,597,560,9,5.12,0.57,89,90
519,559,502,501,15,4.58,0.56,89,91
652,570,574,584,14,5.23,0.91,91,91
443,425,466,499,9,4.03,0.72,89,87
415,455,443,473,8,3.93,0.56,88,88
818,787,850,798,11,7.15,0.75,92,88
571,639,628,568,18,5.29,0.84,89,90
382,379,412,409,12,3.48,0.43,90,88
515,558,563,509,17,4.72,0.54,90,90
355,352,308,290,6,2.87,0.48,90,92
469,505,509,536,18,4.44,0.72,88,88
713,735,690,678,9,6.19,0.75,89,92
666,734,720,696,13,6.19,0.83,88,89
807,838,886,871,9,7.48,1.29,89,87
438,441,435,448,13,3.88,0.5,89,89
867,843,918,920,15,7.8,0.92,90,86
807,872,805,808,9,7.24,0.76,88,91
750,742,673,679,10,6.26,1.12,90,93
398,426,337,362,16,3.35,0.6,88,93
352,336,336,318,15,2.95,0.35,90,90
787,779,783,734,7,6.78,1.09,91,91
703,786,763,779,16,6.67,1.02,87,88
713,655,696,717,7,6.12,1.05,90,88
398,349,384,363,6,3.29,0.38,91,90
831,793,808,811,11,7.13,0.98,90,90
390,420,390,432,13,3.59,0.44,88,89
373,408,418,458,16,3.64,0.58,88,87
839,846,859,817,6,7.39,0.95,90,90
797,827,839,780,6,7.13,0.98,90,90
666,691,720,733,17,6.18,1.02,89,87
788,813,789,755,15,6.92,0.86,90,91
575,557,515,576,17,4.89,0.5,88,91
452,428,431,436,12,3.84,0.64,90,90
811,841,851,815,9,7.3,1.06,90,89
693,668,738,666,7,6.08,0.93,92,88
855,897,909,874,16,7.77,0.83,89,89
668,731,672,736,6,6.17,0.79,86,89
439,480,455,406,18,3.91,0.68,90,91
775,769,769,754,13,6.75,0.73,90,90
643,695,719,695,17,6.05,0.79,89,88
668,703,674,716,8,6.07,0.93,88,89
579,531,577,578,12,4.98,0.72,91,88
423,425,403,490,6,3.83,0.61,87,88
558,640,590,580,8,5.21,0.59,88,90
904,886,828,883,16,7.7,0.96,89,91
796,865,811,793,8,7.18,0.98,88,91
487,485,525,483,8,4.35,0.6,91,89
587,581,554,560,14,5.02,0.58,90,91
629,666,694,718,8,5.95,1.04,88,87
342,339,326,357,9,3.0,0.4,89,89
764,767,822,782,17,6.9,1.17,90,88
759,742,754,755,17,6.62,1.05,90,89
584,592,546,525,13,4.94,0.87,90,92
723,690,684,666,18,6.08,0.66,91,91
808,801,814,828,17,7.15,0.72,89,89
663,598,640,634,8,5.58,0.97,91,89
860,830,816,822,13,7.32,1.22,90,91
331,404,348,306,11,3.05,0.39,89,92
529,472,466,535,17,4.4,0.46,89,90
332,291,344,378,17,2.96,0.44,90,87
318,295,290,370,18,2.8,0.42,88,88
446,477,416,469,6,3.98,0.6,87,90
316,332,337,391,8,3.03,0.4,88,88
544,511,545,521,9,4.66,0.62,91,89
367,403,403,441,16,3.55,0.6,88,88
712,750,772,802,15,6.68,1.1,88,87
730,720,703,718,7,6.31,0.68,89,90
403,378,412,467,14,3.65,0.41,89,87
920,908,896,898,11,7.97,0.81,90,90
747,730,752,658,7,6.35,0.69,92,91
867,833,888,872,6,7.61,1.01,91,88
395,434,478,428,17,3.82,0.46,90,88
552,528,555,614,8,4.95,0.8,89,87
377,308,299,344,17,2.92,0.45,90,91
462,453,415,442,10,3.9,0.57,89,91
635,596,627,583,16,5.37,0.63,92,90
299,279,335,346,7,2.77,0.45,90,87
836,889,925,893,11,7.79,0.93,89,87
583,596,597,518,15,5.05,0.75,91,91
835,863,868,813,8,7.43,1.32,90,90
674,680,744,724,10,6.21,0.64,90,87
680,748,705,722,15,6.28,0.94,87,90
432,476,431,429,8,3.89,0.59,88,91
803,772,796,760,6,6.89,1.11,91,90
829,831,841,831,10,7.33,0.77,90,89
766,822,759,763,11,6.84,1.13,88,91
324,292,295,333,10,2.74,0.29,89,89
614,621,647,656,9,5.58,0.78,89,88
812,812,804,727,13,6.94,0.8,91,92
520,543,526,526,10,4.65,0.79,89,90
723,780,694,759,10,6.5,0.76,86,91
627,689,720,642,12,5.89,0.93,90,88
552,552,612,598,18,5.09,0.71,90,87
361,306,306,361,12,2.93,0.45,90,90
506,563,501,576,6,4.72,0.76,86,89
637,655,705,695,10,5.92,0.88,89,87
427,463,472,472,14,4.03,0.41,89,88
676,737,699,664,7,6.11,0.8,89,91
857,828,828,850,13,7.4,0.77,90,90
434,457,481,469,10,4.05,0.58,89,88
402,482,411,459,8,3.86,0.55,86,90
748,699,760,738,13,6.48,0.9,91,88
510,571,537,512,16,4.68,0.5,89,90
755,732,732,711,18,6.44,0.71,91,91
353,392,321,389,16,3.2,0.46,87,90
582,576,584,575,17,5.1,0.89,90,89
649,592,662,630,8,5.57,0.62,92,88
411,341,401,371,13,3.35,0.42,92,89
406,495,457,440,15,3.95,0.45,88,90
773,814,761,774,6,6.87,0.7,88,91
567,601,570,593,11,5.13,0.87,88,90
801,843,824,840,11,7.28,1.11,88,89
548,556,605,613,6,5.11,0.66,89,87
266,301,342,336,9,2.74,0.42,89,87
352,380,385,390,8,3.31,0.51,89,88
618,579,625,639,14,5.41,0.8,90,88
787,764,823,746,11,6.86,1.05,92,89
816,821,855,906,7,7.47,1.27,88,86
483,447,445,463,11,4.04,0.72,90,90
619,618,675,675,9,5.69,0.7,90,87
583,613,559,611,6,5.2,0.64,87,90
633,670,618,615,15,5.58,0.71,89,91
424,441,511,416,15,3.94,0.45,91,88
379,401,326,371,16,3.25,0.49,88,92
573,498,557,577,16,4.85,0.72,91,88
533,555,556,580,8,4.89,0.85,88,88
735,735,654,655,14,6.11,0.85,89,94
748,803,728,774,11,6.71,0.76,87,91
590,565,585,602,6,5.15,0.85,90,89
745,725,789,734,12,6.58,0.68,91,88
294,286,367,330,15,2.81,0.47,91,87
714,783,728,788,11,6.63,1.12,86,89
753,808,789,729,10,6.77,0.81,90,91
427,387,411,445,17,3.67,0.47,90,88
749,781,829,814,6,6.98,1.23,89,87
417,356,374,403,10,3.41,0.5,90,89
822,849,840,826,9,7.34,1.26,89,90
412,379,423,383,7,3.51,0.47,91,89
695,697,732,706,6,6.22,0.95,90,88
824,882,873,904,14,7.66,1.37,87,88
356,338,291,329,16,2.89,0.5,89,91
732,798,748,772,12,6.71,0.91,87,90
752,681,749,762,15,6.48,1.13,91,88
773,763,715,714,15,6.52,1.02,90,92
716,728,656,660,9,6.07,0.71,89,93
625,625,631,637,14,5.54,0.58,89,89
836,862,849,860,12,7.49,1.25,89,89
862,888,872,885,6,7.71,1.02,89,89
663,665,661,642,7,5.79,0.72,90,90
476,473,487,441,10,4.13,0.57,91,90
744,783,782,752,16,6.73,0.76,89,89
359,343,395,430,7,3.36,0.54,89,86
599,560,557,607,13,5.11,0.62,89,89
581,617,620,593,18,5.3,0.91,89,89
768,725,797,734,14,6.65,0.73,92,89
509,475,463,511,17,4.31,0.53,89,90
383,390,334,349,18,3.2,0.5,89,92
443,450,413,479,18,3.93,0.5,88,90
285,363,303,366,14,2.9,0.5,86,89
846,826,849,820,17,7.35,0.83,91,90
899,882,903,850,12,7.77,0.96,91,90
584,537,542,610,10,5.0,0.62,89,89
649,617,640,652,11,5.63,0.89,90,89
848,789,801,865,7,7.26,0.78,89,89
644,700,663,691,11,5.93,1.02,87,89
408,413,470,421,16,3.77,0.45,91,88
447,449,475,425,11,3.95,0.52,91,89
325,305,256,283,15,2.57,0.38,89,92
486,481,460,539,15,4.32,0.59,88,89
831,825,858,874,17,7.45,0.88,89,88
544,576,572,539,9,4.91,0.83,90,90
614,569,545,622,16,5.17,0.84,89,90
666,670,704,667,17,5.95,0.68,90,89
883,875,850,864,6,7.64,1.11,89,91
801,871,805,873,10,7.37,0.85,86,89
799,793,802,781,6,6.98,0.77,90,90
520,520,474,507,15,4.45,0.5,89,91
682,748,669,662,6,6.07,0.79,88,92
492,452,450,513,18,4.19,0.44,89,89
320,309,263,319,17,2.66,0.38,88,91
492,495,579,579,12,4.72,0.54,89,85
853,837,862,874,13,7.54,0.81,90,88
599,668,580,655,14,5.5,0.66,86,90
664,715,707,734,10,6.2,0.86,88,88
720,646,641,712,7,5.98,0.63,90,90
938,864,930,900,16,7.99,1.37,92,89
351,368,347,409,7,3.24,0.34,88,89
609,588,588,565,12,5.17,0.65,91,91
775,810,855,842,15,7.22,1.17,89,87
339,402,395,379,6,3.33,0.58,88,89
453,434,444,444,8,3.9,0.46,90,89
561,582,610,605,11,5.19,0.81,89,88
818,822,831,820,15,7.24,0.75,90,89
416,464,439,434,15,3.86,0.46,88,90
363,321,412,333,17,3.14,0.32,93,88
664,610,682,614,11,5.65,0.62,93,89
565,561,580,543,14,4.95,0.52,91,90
865,840,904,836,6,7.58,1.0,92,89
514,486,430,449,8,4.13,0.5,90,93
452,414,434,424,9,3.79,0.66,91,90
578,591,638,624,13,5.35,0.56,90,87
361,407,425,403,9,3.51,0.55,89,88
885,847,902,912,15,7.8,1.17,90,87
485,551,498,555,15,4.59,0.59,86,89
388,479,399,446,15,3.77,0.63,86,90
482,520,481,570,9,4.52,0.73,86,88
333,331,304,323,12,2.84,0.46,89,90
547,539,510,594,14,4.82,0.79,88,89
812,853,814,789,12,7.19,1.1,89,91
301,341,287,295,9,2.69,0.42,88,91
563,570,579,604,11,5.09,0.66,89,88
676,714,652,649,6,5.92,0.92,89,92
542,471,477,555,13,4.5,0.54,89,89
861,884,862,917,6,7.75,1.16,88,89
484,518,462,455,17,4.22,0.55,89,92
556,531,595,600,18,5.02,0.52,90,87
323,386,343,356,7,3.1,0.56,88,90
911,945,917,920,11,8.12,1.46,89,90
870,875,835,792,7,7.42,1.07,90,92
413,471,407,401,15,3.72,0.54,88,91
392,395,427,414,14,3.58,0.46,90,88
863,804,863,831,9,7.39,0.75,92,89
774,743,787,748,14,6.71,1.14,91,89
448,435,458,489,11,4.02,0.62,89,88
411,406,398,325,14,3.39,0.51,91,92
485,489,467,463,12,4.19,0.43,90,91
512,448,497,461,13,4.22,0.67,92,90
628,644,601,655,6,5.56,0.75,88,90
767,756,804,765,14,6.8,1.21,91,88
576,539,566,595,13,5.01,0.86,90,88
896,837,830,857,14,7.52,0.88,90,91
642,596,623,557,18,5.32,0.74,92,91
414,455,467,426,9,3.88,0.65,90,89
489,467,545,535,13,4.48,0.6,90,86
523,530,528,559,15,4.71,0.63,89,89
854,795,843,817,9,7.28,1.3,92,89
420,467,423,444,8,3.86,0.39,88,90
679,747,688,742,9,6.28,0.87,86,89
294,298,348,330,14,2.79,0.36,90,87
473,464,519,551,15,4.41,0.48,89,86
301,273,350,296,15,2.68,0.3,92,88
668,651,644,701,12,5.86,0.83,89,89
785,755,787,807,18,6.89,0.9,90,88
302,277,276,321,6,2.59,0.4,89,89
488,529,502,461,7,4.35,0.7,90,91
328,393,395,375,12,3.28,0.44,88,88
491,477,441,430,10,4.04,0.7,90,92
615,555,623,581,10,5.22,0.78,92,89
500,478,403,408,11,3.93,0.54,90,94
724,698,746,704,9,6.32,1.13,91,89
339,337,375,300,13,2.97,0.3,91,90
359,394,398,385,14,3.38,0.34,89,89
375,397,326,340,7,3.16,0.38,89,92
718,725,733,764,13,6.47,0.79,89,88
589,589,652,679,13,5.52,0.91,89,86
538,607,586,589,13,5.1,0.68,88,89
730,726,761,755,10,6.54,1.06,90,88
608,572,656,590,8,5.34,0.64,92,88
865,912,830,926,8,7.77,0.98,86,90
822,789,773,749,15,6.89,0.89,91,92
856,881,874,848,10,7.61,1.09,90,90
290,308,311,289,8,2.63,0.29,90,89
287,303,274,313,14,2.59,0.4,88,90
313,359,373,351,16,3.07,0.37,89,88
588,634,580,649,14,5.39,0.96,87,89
464,448,479,448,7,4.04,0.43,91,89
724,699,767,741,9,6.45,0.8,91,87
616,631,628,650,18,5.55,0.59,89,89
435,370,420,381,14,3.53,0.56,92,90
429,338,352,361,15,3.26,0.33,92,91
447,429,512,493,17,4.14,0.46,90,86
747,823,814,742,17,6.88,1.01,89,90
465,490,521,483,7,4.31,0.53,90,88
498,556,508,496,6,4.53,0.75,88,91
709,698,772,689,16,6.31,1.09,92,88
847,864,796,809,10,7.29,0.83,89,92
433,347,365,423,9,3.45,0.56,90,89
590,674,606,628,18,5.49,0.81,87,90
754,697,744,774,17,6.53,1.09,90,88
401,388,404,452,14,3.62,0.47,89,88
793,705,803,767,7,6.75,1.02,93,88
606,547,589,525,14,4.99,0.81,93,90
412,456,471,400,8,3.82,0.45,90,89
686,682,646,712,10,6.0,1.0,88,90
869,856,857,846,18,7.54,1.35,90,90
651,730,711,644,14,6.02,0.76,89,90
630,646,624,642,7,5.59,0.98,89,90
603,554,614,556,15,5.12,0.89,92,89
605,577,556,575,18,5.09,0.89,90,91
760,744,740,695,13,6.46,1.07,91,91
819,806,808,862,16,7.25,0.94,88,88
674,671,681,677,6,5.95,0.7,90,89
587,528,577,613,9,5.07,0.83,90,88
745,728,700,728,17,6.38,0.73,89,91
811,808,875,801,17,7.25,0.76,91,88
653,678,688,645,14,5.86,0.97,90,89
919,899,837,885,7,7.79,0.99,89,92
372,340,372,340,11,3.13,0.43,91,90
489,429,467,451,10,4.04,0.71,91,90
323,338,327,337,10,2.91,0.31,89,89
583,630,627,642,7,5.46,0.69,88,88
841,851,840,893,13,7.53,1.29,88,88
918,828,840,887,12,7.64,0.85,91,90
574,519,547,574,14,4.87,0.57,90,89
718,646,690,716,9,6.09,0.69,91,88
832,895,824,867,7,7.52,0.82,87,90
700,636,621,699,15,5.84,0.77,89,90
780,838,848,777,6,7.13,0.82,90,89
538,456,499,538,6,4.47,0.62,91,88
507,495,458,521,15,4.36,0.58,88,90
521,513,519,525,15,4.57,0.46,90,89
409,398,394,388,16,3.49,0.62,90,90
719,690,651,663,17,5.99,1.07,90,92
759,835,757,791,10,6.91,1.15,87,91
793,800,803,838,10,7.11,0.88,88,88
275,328,294,358,14,2.76,0.39,87,88
640,698,701,659,14,5.93,0.66,89,89
362,386,392,304,8,3.18,0.34,91,91
695,731,750,702,11,6.33,1.03,90,89
854,897,813,824,12,7.45,0.99,88,92
443,467,494,487,10,4.16,0.57,89,88
905,880,937,908,9,7.98,1.07,91,88
508,527,531,528,14,4.61,0.53,89,89
664,668,681,702,11,5.97,0.74,89,88
354,373,397,346,17,3.23,0.52,90,89
572,616,585,560,13,5.13,0.78,89,91
480,479,448,391,17,3.95,0.69,91,93
913,915,946,939,9,8.17,1.46,90,88
574,563,513,528,15,4.79,0.65,89,92
321,354,365,321,8,2.99,0.36,90,89
822,830,816,847,14,7.29,1.24,89,89
528,514,457,487,16,4.37,0.74,89,92
423,385,387,413,12,3.54,0.54,90,90
651,675,657,689,18,5.88,0.82,88,89
790,791,795,807,16,7.0,1.22,89,89
591,621,673,680,10,5.64,0.7,89,86
395,313,382,397,9,3.27,0.51,91,88
294,328,282,308,13,2.67,0.3,88,90
770,764,720,803,10,6.72,0.74,88,90
374,398,375,360,9,3.31,0.44,89,90
469,446,499,485,17,4.18,0.61,90,88
800,809,811,771,11,7.02,1.17,90,90
614,642,642,612,11,5.52,0.97,90,90
503,515,572,521,11,4.64,0.69,90,88
426,373,363,377,12,3.38,0.41,90,91
841,783,842,825,13,7.24,0.74,91,88
579,541,604,539,15,4.98,0.59,92,89
843,869,885,843,9,7.57,1.22,90,89
384,337,304,313,6,2.94,0.51,90,92
426,483,457,501,8,4.11,0.44,87,88
553,613,529,543,17,4.92,0.8,88,92
397,373,356,319,17,3.18,0.44,91,92
836,858,780,788,13,7.17,1.09,89,93
621,637,715,650,15,5.77,0.83,91,87
653,622,656,614,11,5.6,0.91,91,90
416,392,422,427,9,3.64,0.57,90,88
495,436,455,459,13,4.06,0.52,91,90
897,910,848,827,10,7.66,0.77,90,93
737,803,801,783,14,6.87,0.88,88,88
573,528,598,609,11,5.08,0.53,90,87
520,488,482,550,12,4.49,0.52,89,89
318,323,285,291,14,2.68,0.38,89,91
418,436,421,416,13,3.72,0.41,89,90
743,736,679,726,14,6.34,0.69,89,91
886,851,863,859,8,7.61,1.37,90,90
315,290,296,324,13,2.69,0.41,89,89
292,280,328,283,15,2.6,0.39,91,89
770,781,832,838,6,7.08,1.1,89,87
733,697,719,775,16,6.43,0.74,89,88
383,412,360,365,8,3.34,0.35,89,91
696,723,743,745,9,6.39,0.74,89,88
493,483,445,455,18,4.13,0.53,90,91
669,691,732,715,13,6.17,0.74,89,87
444,388,444,399,10,3.68,0.48,92,89
597,590,525,580,11,5.04,0.85,88,92
686,699,691,661,12,6.02,0.92,90,90
705,680,669,669,16,5.99,0.68,90,91
650,648,645,685,9,5.78,0.9,89,89
348,344,392,380,17,3.22,0.43,90,88
404,380,365,367,8,3.33,0.52,90,91
416,379,366,412,6,3.46,0.49,89,90
684,690,723,676,10,6.1,0.91,91,89
648,600,684,700,17,5.79,0.66,90,86
805,810,810,822,16,7.14,1.13,89,89
393,346,378,317,13,3.15,0.5,92,91
701,638,674,730,11,6.03,1.01,90,88
766,777,773,836,15,6.93,1.06,88,88
842,913,843,914,17,7.72,1.01,86,89
357,379,358,392,13,3.27,0.57,88,89
673,622,696,706,7,5.93,0.87,91,87
589,559,547,572,9,4.99,0.72,90,90
496,438,434,416,17,3.92,0.62,91,92
770,784,787,763,6,6.83,0.8,90,90
854,804,833,856,15,7.36,1.29,90,89
707,731,724,762,8,6.43,1.02,88,88
670,599,650,597,9,5.53,0.57,93,90
887,906,865,838,6,7.69,0.99,90,92
484,441,513,430,15,4.11,0.55,93,89
693,737,697,749,7,6.33,0.82,87,89
791,770,725,770,15,6.72,0.93,89,91
738,751,770,781,10,6.69,1.14,89,88
627,569,608,608,9,5.3,0.6,91,89
479,532,512,501,14,4.45,0.74,88,89
592,528,522,544,10,4.81,0.58,91,91
362,365,310,381,17,3.12,0.36,88,90
534,522,533,530,6,4.66,0.8,90,89
498,555,461,491,6,4.41,0.72,87,92
666,637,607,641,9,5.61,0.89,89,91
582,584,562,565,15,5.04,0.86,89,90
663,635,599,648,7,5.6,0.94,89,91
691,764,694,711,8,6.29,0.89,87,91
704,678,648,664,7,5.93,0.74,90,91
465,533,450,507,17,4.3,0.59,86,91
810,855,831,813,16,7.28,1.23,89,90
581,597,595,649,8,5.33,0.76,88,88
900,842,876,819,18,7.56,0.87,92,91
812,868,872,857,18,7.5,0.96,88,88
744,737,698,713,18,6.36,0.67,89,91
445,480,526,485,16,4.26,0.71,90,87
596,544,590,594,12,5.11,0.68,91,88
679,642,684,670,12,5.88,0.94,91,89
871,864,873,866,11,7.64,1.34,90,89
899,895,859,871,18,7.75,1.19,89,91
326,308,357,327,17,2.9,0.31,91,88
688,722,693,703,10,6.17,0.73,88,90
498,499,476,475,7,4.28,0.71,90,91
683,671,751,766,7,6.31,0.77,89,85
740,721,650,653,10,6.08,0.78,90,93
481,542,506,451,8,4.35,0.64,89,91
877,898,825,806,15,7.49,0.8,89,93
659,682,692,717,14,6.05,0.96,88,88
717,680,752,716,8,6.3,0.77,91,88
611,640,585,561,14,5.27,0.87,89,92
425,439,457,383,7,3.75,0.65,91,90
377,386,415,390,16,3.45,0.57,90,88
865,916,878,901,13,7.83,1.41,88,90
577,596,633,606,18,5.3,0.74,90,88
343,328,351,353,15,3.02,0.36,90,89
684,607,677,647,13,5.75,0.91,92,89
901,904,893,918,12,7.95,1.23,89,89
600,591,593,591,6,5.22,0.61,90,90
539,551,596,520,12,4.85,0.74,91,89
765,801,851,807,7,7.09,1.03,90,87
848,841,799,776,15,7.18,0.92,90,92
346,366,307,319,6,2.94,0.45,89,92
423,430,357,445,10,3.64,0.38,87,91
624,543,637,575,8,5.23,0.92,93,88
629,572,598,573,16,5.22,0.53,92,90
359,372,371,371,8,3.24,0.5,89,89
288,271,358,366,14,2.82,0.36,90,85
396,435,389,424,12,3.62,0.55,88,90
584,555,586,551,17,5.01,0.6,91,90
354,406,346,374,18,3.26,0.4,88,91
414,464,481,399,6,3.87,0.53,90,89
461,435,467,453,6,3.99,0.55,91,89
855,844,847,854,7,7.48,1.11,90,89
498,463,424,493,8,4.13,0.71,89,91
477,484,461,484,16,4.19,0.5,89,90
428,417,441,434,17,3.78,0.46,90,89
505,559,489,515,13,4.55,0.59,88,91
847,892,908,811,14,7.61,1.32,91,90
894,815,848,820,13,7.43,0.98,92,91
453,444,462,441,14,3.96,0.52,90,89
892,913,874,928,15,7.93,1.17,88,90
329,315,355,271,9,2.79,0.49,92,90
372,378,300,378,9,3.14,0.55,87,91
555,540,537,544,13,4.79,0.5,90,90
692,679,691,640,15,5.94,0.99,91,91
594,536,574,552,7,4.96,0.65,92,90
599,624,588,542,7,5.18,0.7,90,92
730,721,736,809,11,6.59,0.83,88,87
673,599,613,633,12,5.54,0.73,91,90
748,766,705,696,13,6.41,1.02,89,92
731,648,715,738,18,6.23,0.71,91,88
865,883,927,916,12,7.9,0.79,89,87
361,382,382,379,18,3.31,0.49,89,89
581,586,540,560,13,4.99,0.52,89,91
415,459,510,458,6,4.05,0.56,90,87
691,683,722,671,13,6.09,0.74,91,89
894,870,940,873,10,7.87,0.99,92,88
434,454,411,471,14,3.89,0.6,88,90
451,450,379,420,13,3.74,0.65,89,92
752,792,790,780,8,6.85,1.07,89,89
774,756,739,756,11,6.65,0.83,90,90
445,457,498,492,15,4.16,0.49,89,87
725,764,737,724,16,6.49,1.06,89,90
281,375,335,329,15,2.9,0.46,87,89
297,344,347,353,9,2.95,0.34,88,88
731,748,738,700,16,6.42,0.78,90,91
501,451,490,504,16,4.28,0.43,90,88
664,616,653,573,10,5.51,0.94,93,91
556,581,634,603,6,5.22,0.79,90,87
437,412,458,412,7,3.78,0.63,91,89
855,896,924,929,13,7.93,1.2,88,87
642,649,654,700,9,5.82,0.63,88,88
455,460,512,532,14,4.31,0.43,89,86
681,742,718,729,6,6.31,0.63,88,89
500,525,561,525,7,4.64,0.5,90,88
855,853,883,914,9,7.71,1.24,89,87
531,520,547,523,16,4.66,0.79,90,89
628,710,708,686,14,6.01,1.03,88,88
849,775,846,804,12,7.2,0.83,92,89
903,882,819,812,18,7.51,1.07,90,93
795,787,836,837,7,7.16,0.99,90,87
359,362,441,423,11,3.49,0.45,90,86
453,407,487,477,18,4.01,0.7,91,87
621,542,589,539,11,5.04,0.64,93,90
462,434,370,459,7,3.79,0.56,88,91
544,543,603,585,17,5.0,0.54,90,87
380,420,374,360,13,3.37,0.52,89,91
626,647,647,696,12,5.75,0.97,88,88
779,832,777,760,17,6.92,0.85,89,91
354,276,283,367,15,2.82,0.49,89,89
787,785,757,771,18,6.82,0.93,89,91
404,367,319,373,7,3.22,0.44,89,91
822,828,771,830,17,7.15,1.18,88,91
650,735,635,652,11,5.88,1.0,87,92
810,848,771,853,9,7.22,0.77,87,90
793,797,825,876,6,7.24,1.1,88,87
529,446,439,440,8,4.08,0.59,92,92
637,680,685,612,14,5.75,0.75,90,90
884,870,826,864,9,7.57,1.02,89,91
728,674,697,729,6,6.22,1.01,90,89
838,873,824,854,13,7.45,1.06,88,90
480,431,498,446,10,4.08,0.44,92,89
373,334,285,356,7,2.96,0.48,89,91
400,432,425,443,12,3.74,0.43,88,89
318,308,304,308,6,2.72,0.4,90,90
800,762,822,773,13,6.94,1.19,92,89
886,843,876,866,7,7.63,0.91,91,89
899,914,847,896,9,7.82,1.05,88,91
514,498,561,514,17,4.59,0.47,91,88
858,892,937,910,17,7.91,1.27,89,87
757,742,722,756,12,6.55,0.89,89,90
397,452,414,463,7,3.8,0.66,87,89
690,701,742,722,15,6.28,1.09,90,88
505,511,560,520,7,4.61,0.47,90,88
461,474,480,502,8,4.22,0.71,89,88
453,489,487,508,16,4.26,0.66,88,88
643,597,557,556,6,5.18,0.9,91,93
517,475,445,509,15,4.28,0.71,89,90
777,863,771,856,7,7.19,0.99,85,90
608,523,557,616,6,5.07,0.91,90,88
559,579,630,584,14,5.17,0.7,90,88
652,711,677,728,6,6.09,0.99,87,88
716,809,722,794,6,6.69,1.02,85,90
873,919,891,910,7,7.9,1.16,88,89
